,Nombre,Documento,Edad,Semanas_Cotizadas,Fondo,Ciudad,Pais,Detalles,Genero,En_Lista_Negra_6_Meses,Pre_pensionado
1122,Elena,6376573506,100,633,Colfondos,Tashkent,Uzbekistán,,Femenino,False,False
1123,Elena,7502974027,71,554,Protección,Tashkent,Uzbekistán,,Femenino,False,True
1124,Lucia,2964586976,82,473,Fondo extranjero,Tashkent,Uzbekistán,,Femenino,True,False
1125,Elena,3953143228,23,109,Protección,Tashkent,Uzbekistán,,Femenino,False,False
1126,Alejandro,2497913850,54,113,Inpec,Tashkent,Uzbekistán,No tiene hijos en el Inpec|No tiene condecoración,Masculino,True,True
1127,Monica,1424474966,80,364,Old Mutual,Tashkent,Uzbekistán,,Femenino,True,True
1128,Lucia,9781178429,100,642,Armada,Tashkent,Uzbekistán,No tiene condecoración,Masculino,False,True
1129,Jorge,4085953622,40,596,Colfondos,Tashkent,Uzbekistán,,Masculino,True,False
1130,Jorge,3860405014,77,509,Mininterior,Tashkent,Uzbekistán,No tiene observación disciplinaria,Femenino,False,True
1131,Lucia,6346662894,81,48,Fondo extranjero,Tashkent,Uzbekistán,,Femenino,True,True
1132,Alejandro,5852659780,31,35,Fondo extranjero,Tashkent,Uzbekistán,,Masculino,False,True
1133,Jorge,3627530982,96,355,Old Mutual,Tashkent,Uzbekistán,,Femenino,True,False
1134,Monica,8047428231,38,427,Mininterior,Tashkent,Uzbekistán,No tiene observación disciplinaria,Masculino,False,True
1135,Mariana,1541523148,31,754,Policía,Tashkent,Uzbekistán,Tiene familiares en la Policía|No es el de mayor edad,Masculino,True,True
1136,Isabel,5685330201,70,754,Porvenir,Tashkent,Uzbekistán,,Femenino,True,False
1137,Mariana,3596302210,50,695,Fondo extranjero,Tashkent,Uzbekistán,,Femenino,False,False
1138,Isabel,4490594690,72,761,Protección,Tashkent,Uzbekistán,,Femenino,False,True
1139,Elena,6944445938,30,704,Armada,Tashkent,Uzbekistán,No tiene condecoración,Femenino,False,True
1140,Ana,9302185213,33,447,Old Mutual,Tashkent,Uzbekistán,,Masculino,True,False
1141,Mariana,2765402314,55,560,Old Mutual,Tashkent,Uzbekistán,,Masculino,False,False
1142,Alejandro,3370413298,72,524,Inpec,Tashkent,Uzbekistán,No tiene hijos en el Inpec|No tiene condecoración,Masculino,False,True
1143,Ana,5206067828,87,797,Colfondos,Tashkent,Uzbekistán,,Femenino,True,True
1144,Ana,9169731252,95,698,Porvenir,Tashkent,Uzbekistán,,Masculino,False,True
1145,Lucia,2797712542,68,116,Policía,Tashkent,Uzbekistán,Tiene familiares en la Policía|No es el de mayor edad,Femenino,False,True
1146,Lucia,2190915904,68,644,Colfondos,Tashkent,Uzbekistán,,Femenino,True,False
1147,Monica,6857767003,25,250,Armada,Tashkent,Uzbekistán,Tiene condecoración,Femenino,False,False
1148,Carlos,6769626261,80,103,Old Mutual,Tashkent,Uzbekistán,,Femenino,False,True
1149,Monica,8862309920,39,233,Protección,Tashkent,Uzbekistán,,Femenino,True,True
1150,Carlos,7583732043,50,475,Protección,Tashkent,Uzbekistán,,Femenino,False,False
1151,Mariana,3182592302,35,718,Inpec,Tashkent,Uzbekistán,No tiene hijos en el Inpec|No tiene condecoración,Masculino,False,False
1152,Lucia,6186617769,78,737,Fondo extranjero,Tashkent,Uzbekistán,,Femenino,False,False
1153,Lucia,3867073076,32,667,Inpec,Tashkent,Uzbekistán,Tiene hijos en el Inpec|Tiene condecoración,Femenino,False,False
1154,Alejandro,7847538625,78,177,Fondo extranjero,Tashkent,Uzbekistán,,Femenino,False,True
1155,Carlos,5698545496,60,54,Inpec,Tashkent,Uzbekistán,Tiene hijos en el Inpec|No tiene condecoración,Masculino,False,False
1156,Elena,9732092618,54,706,Policía,Tashkent,Uzbekistán,Tiene familiares en la Policía|No es el de mayor edad,Masculino,False,False
1157,Jorge,7598135445,52,69,Policía,Tashkent,Uzbekistán,Tiene familiares en la Policía|No es el de mayor edad,Masculino,True,True
1158,Ana,1441179793,90,717,Minsalud,Tashkent,Uzbekistán,No tiene observación disciplinaria,Masculino,True,False
1159,Alejandro,7528451796,90,110,Porvenir,Tashkent,Uzbekistán,,Masculino,True,True
1160,Jorge,9836531748,64,506,Inpec,Dushanbe,Tayikistán,No tiene hijos en el Inpec|No tiene condecoración,Masculino,True,False
1161,Ana,1631652311,47,156,Policía,Dushanbe,Tayikistán,Tiene familiares en la Policía|No es el de mayor edad,Femenino,False,True
1162,Pablo,1062166483,97,178,Porvenir,Dushanbe,Tayikistán,,Femenino,False,True
1163,Ana,2223490470,81,725,Fondo extranjero,Dushanbe,Tayikistán,,Masculino,True,True
1164,Alejandro,9966524760,48,412,Colfondos,Dushanbe,Tayikistán,,Masculino,False,True
1165,Mariana,9471590120,28,691,Protección,Dushanbe,Tayikistán,,Masculino,True,True
1166,Monica,7978845955,74,294,Inpec,Dushanbe,Tayikistán,Tiene hijos en el Inpec|Tiene condecoración,Femenino,False,True
1167,Ana,2209653974,43,102,Colfondos,Dushanbe,Tayikistán,,Masculino,False,False
1168,Isabel,6457788246,78,271,Policía,Dushanbe,Tayikistán,Tiene familiares en la Policía|No es el de mayor edad,Masculino,True,False
1169,Pablo,4388519693,78,433,Protección,Dushanbe,Tayikistán,,Masculino,True,True
1170,Ana,7687286259,37,646,Fondo extranjero,Dushanbe,Tayikistán,,Masculino,False,True
1171,Pablo,6258058858,77,459,Porvenir,Dushanbe,Tayikistán,,Masculino,True,True
1172,Ana,1368445892,62,5,Old Mutual,Dushanbe,Tayikistán,,Femenino,False,False
1173,Lucia,4936564075,90,160,Minsalud,Dushanbe,Tayikistán,No tiene observación disciplinaria,Femenino,False,False
1174,Mariana,6219054560,80,491,Colfondos,Dushanbe,Tayikistán,,Masculino,True,True
1175,Isabel,4021285076,29,280,Porvenir,Dushanbe,Tayikistán,,Masculino,True,True
1176,Ana,9284804005,45,331,Porvenir,Dushanbe,Tayikistán,,Femenino,False,False
1177,Isabel,4911834721,59,785,Armada,Dushanbe,Tayikistán,No tiene condecoración,Masculino,False,False
1178,Isabel,1015951461,64,266,Mininterior,Dushanbe,Tayikistán,Tiene observación disciplinaria,Masculino,False,False
1179,Monica,5597190379,74,380,Colfondos,Dushanbe,Tayikistán,,Femenino,False,False
1180,Monica,5466625022,96,107,Protección,Dushanbe,Tayikistán,,Femenino,True,True
1181,Pablo,9640455254,82,164,Armada,Dushanbe,Tayikistán,Tiene condecoración,Masculino,False,False
1182,Jorge,8274575629,91,750,Protección,Dushanbe,Tayikistán,,Masculino,False,True
1183,Carlos,9951217841,53,32,Minsalud,Dushanbe,Tayikistán,Tiene observación disciplinaria,Femenino,False,False
1184,Carlos,6798593815,19,203,Mininterior,Dushanbe,Tayikistán,No tiene observación disciplinaria,Masculino,False,False
1185,Lucia,5590332266,30,416,Protección,Dushanbe,Tayikistán,,Masculino,True,False
1186,Pablo,2000590514,92,29,Mininterior,Dushanbe,Tayikistán,No tiene observación disciplinaria,Femenino,False,False
1187,Jorge,5000735889,83,265,Fondo extranjero,Dushanbe,Tayikistán,,Masculino,True,True
1188,Pablo,2967194303,86,1,Fondo extranjero,Dushanbe,Tayikistán,,Masculino,False,True
1189,Lucia,5119542595,53,88,Protección,Dushanbe,Tayikistán,,Femenino,False,True
1190,Elena,1615006681,27,779,Armada,Dushanbe,Tayikistán,No tiene condecoración,Femenino,False,True
1191,Alejandro,9769721975,77,207,Colfondos,Dushanbe,Tayikistán,,Masculino,True,False
1192,Lucia,6351414885,75,522,Policía,Dushanbe,Tayikistán,Tiene familiares en la Policía|No es el de mayor edad,Masculino,False,True
1193,Monica,5096386420,48,282,Minsalud,Dushanbe,Tayikistán,Tiene observación disciplinaria,Masculino,False,False
1194,Elena,9918409536,29,169,Inpec,Dushanbe,Tayikistán,Tiene hijos en el Inpec|Tiene condecoración,Femenino,False,False
1195,Monica,3495287851,90,393,Colfondos,Dushanbe,Tayikistán,,Masculino,False,True
1196,Ana,2206755861,26,196,Armada,Dushanbe,Tayikistán,No tiene condecoración,Femenino,True,True
1197,Isabel,9029939522,23,199,Inpec,Dushanbe,Tayikistán,No tiene hijos en el Inpec|No tiene condecoración,Femenino,False,True
1198,Jorge,8288585143,99,366,Policía,Dushanbe,Tayikistán,Tiene familiares en la Policía|No es el de mayor edad,Femenino,True,True
1199,Mariana,4309979830,77,596,Colfondos,Dushanbe,Tayikistán,,Femenino,False,True
